id,province,city_id,city,district,subdistrict
1506,Banten,456,Kota Tangerang,Cipondoh,Poris Plawad
1507,Banten,456,Kota Tangerang,Cipondoh,Poris Plawad Indah
1508,Banten,456,Kota Tangerang,Cipondoh,Poris Plawad Utara
1509,Banten,456,Kota Tangerang,Jatiuwung,Alam Jaya
1510,Banten,456,Kota Tangerang,Jatiuwung,Gandasari
1511,Banten,456,Kota Tangerang,Jatiuwung,Jatake
1512,Banten,456,Kota Tangerang,Jatiuwung,Keroncong
1513,Banten,456,Kota Tangerang,Jatiuwung,Manis Jaya
1514,Banten,456,Kota Tangerang,Jatiuwung,Pasir Jaya
1515,Banten,456,Kota Tangerang,Karangtengah,Karang Mulya
1516,Banten,456,Kota Tangerang,Karangtengah,Karangtengah
1517,Banten,456,Kota Tangerang,Karangtengah,Karang Timur
1518,Banten,456,Kota Tangerang,Karangtengah,Parung Jaya
1519,Banten,456,Kota Tangerang,Karangtengah,Pedurenan
1520,Banten,456,Kota Tangerang,Karangtengah,Pondok Bahar
1521,Banten,456,Kota Tangerang,Karangtengah,Pondok Pucung
1522,Banten,456,Kota Tangerang,Karawaci,Bojong Jaya
1523,Banten,456,Kota Tangerang,Karawaci,Bugel
1524,Banten,456,Kota Tangerang,Karawaci,Cimone
1525,Banten,456,Kota Tangerang,Karawaci,Cimone Jaya
1526,Banten,456,Kota Tangerang,Karawaci,Gerendeng
1527,Banten,456,Kota Tangerang,Karawaci,Karawaci
1528,Banten,456,Kota Tangerang,Karawaci,Karawaci Baru
1529,Banten,456,Kota Tangerang,Karawaci,Koang Jaya
1530,Banten,456,Kota Tangerang,Karawaci,Margasari
1531,Banten,456,Kota Tangerang,Karawaci,Nambo Jaya
1532,Banten,456,Kota Tangerang,Karawaci,Nusa Jaya
1533,Banten,456,Kota Tangerang,Karawaci,Pabuaran
1534,Banten,456,Kota Tangerang,Karawaci,Pabuaran Tumpeng
1535,Banten,456,Kota Tangerang,Karawaci,Pasar Baru
1536,Banten,456,Kota Tangerang,Karawaci,Sukajadi
1537,Banten,456,Kota Tangerang,Karawaci,Sumur Pacing
1538,Banten,456,Kota Tangerang,Larangan,Cipadu
1539,Banten,456,Kota Tangerang,Larangan,Cipadu Jaya
1540,Banten,456,Kota Tangerang,Larangan,Gaga
1541,Banten,456,Kota Tangerang,Larangan,Kreo
1542,Banten,456,Kota Tangerang,Larangan,Kreo Selatan
1543,Banten,456,Kota Tangerang,Larangan,Larangan Indah
1544,Banten,456,Kota Tangerang,Larangan,Larangan Selatan
1545,Banten,456,Kota Tangerang,Larangan,Larangan Utara
1546,Banten,456,Kota Tangerang,Neglasari,Karang Anyar
1547,Banten,456,Kota Tangerang,Neglasari,Karangsari
1548,Banten,456,Kota Tangerang,Neglasari,Kedaung Baru
1549,Banten,456,Kota Tangerang,Neglasari,Kedaung Wetan
1550,Banten,456,Kota Tangerang,Neglasari,Mekarsari
1551,Banten,456,Kota Tangerang,Neglasari,Neglasari
1552,Banten,456,Kota Tangerang,Neglasari,Selapajang Jaya
1553,Banten,456,Kota Tangerang,Periuk,Gebang Raya
1554,Banten,456,Kota Tangerang,Periuk,Gembor
1555,Banten,456,Kota Tangerang,Periuk,Periuk
1556,Banten,456,Kota Tangerang,Periuk,Periuk Jaya
1557,Banten,456,Kota Tangerang,Periuk,Sangiang Jaya
1558,Banten,456,Kota Tangerang,Pinang,Cipete
1559,Banten,456,Kota Tangerang,Pinang,Kunciran
1560,Banten,456,Kota Tangerang,Pinang,Kunciran Indah
1561,Banten,456,Kota Tangerang,Pinang,Kunciran Jaya
1562,Banten,456,Kota Tangerang,Pinang,Nerogtog
1563,Banten,456,Kota Tangerang,Pinang,Pakojan
1564,Banten,456,Kota Tangerang,Pinang,Panunggangan
1565,Banten,456,Kota Tangerang,Pinang,Panunggangan Timur
1566,Banten,456,Kota Tangerang,Pinang,Panunggangan Utara
1567,Banten,456,Kota Tangerang,Pinang,Pinang
1568,Banten,456,Kota Tangerang,Pinang,Sudimara Pinang
1569,Banten,456,Kota Tangerang,Tangerang,Babakan
1570,Banten,456,Kota Tangerang,Tangerang,Buaran Indah
1571,Banten,456,Kota Tangerang,Tangerang,Cikokol
1572,Banten,456,Kota Tangerang,Tangerang,Kelapa Indah
1573,Banten,456,Kota Tangerang,Tangerang,Suka Asih
1574,Banten,456,Kota Tangerang,Tangerang,Sukarasa
1575,Banten,456,Kota Tangerang,Tangerang,Sukasari
1576,Banten,456,Kota Tangerang,Tangerang,Tanah Tinggi
1577,Banten,455,Kabupaten Tangerang,Balaraja,Cangkudu
1578,Banten,455,Kabupaten Tangerang,Balaraja,Gembong
1579,Banten,455,Kabupaten Tangerang,Balaraja,Saga
1580,Banten,455,Kabupaten Tangerang,Balaraja,Sentul
1581,Banten,455,Kabupaten Tangerang,Balaraja,Sentul Jaya
1582,Banten,455,Kabupaten Tangerang,Balaraja,Sukamurni
1583,Banten,455,Kabupaten Tangerang,Balaraja,Talagasari
1584,Banten,455,Kabupaten Tangerang,Balaraja,Tobat
1585,Banten,455,Kabupaten Tangerang,Balaraja,Balaraja
1586,Banten,455,Kabupaten Tangerang,Cikupa,Bitung Jaya
1587,Banten,455,Kabupaten Tangerang,Cikupa,Bojong
1588,Banten,455,Kabupaten Tangerang,Cikupa,Budi Mulya
1589,Banten,455,Kabupaten Tangerang,Cikupa,Cibadak
1590,Banten,455,Kabupaten Tangerang,Cikupa,Cikupa
1591,Banten,455,Kabupaten Tangerang,Cikupa,Dukuh
1592,Banten,455,Kabupaten Tangerang,Cikupa,Pasir Gadung
1593,Banten,455,Kabupaten Tangerang,Cikupa,Pasir Jaya
1594,Banten,455,Kabupaten Tangerang,Cikupa,Sukadamai
1595,Banten,455,Kabupaten Tangerang,Cikupa,Sukanagara
1596,Banten,455,Kabupaten Tangerang,Cikupa,Talaga
1597,Banten,455,Kabupaten Tangerang,Cikupa,Talagasari
1598,Banten,455,Kabupaten Tangerang,Cikupa,Bunder
1599,Banten,455,Kabupaten Tangerang,Cikupa,Sukamulya
1600,Banten,455,Kabupaten Tangerang,Cisauk,Cibogo
1601,Banten,455,Kabupaten Tangerang,Cisauk,Dangdang
1602,Banten,455,Kabupaten Tangerang,Cisauk,Mekar Wangi
1603,Banten,455,Kabupaten Tangerang,Cisauk,Sampora
1604,Banten,455,Kabupaten Tangerang,Cisauk,Suradita
1605,Banten,455,Kabupaten Tangerang,Cisauk,Cisauk
1606,Banten,455,Kabupaten Tangerang,Cisoka,Bojong Loa
1607,Banten,455,Kabupaten Tangerang,Cisoka,Carenang
1608,Banten,455,Kabupaten Tangerang,Cisoka,Caringin
1609,Banten,455,Kabupaten Tangerang,Cisoka,Cempaka
1610,Banten,455,Kabupaten Tangerang,Cisoka,Cibugel
1611,Banten,455,Kabupaten Tangerang,Cisoka,Cisoka
1612,Banten,455,Kabupaten Tangerang,Cisoka,Jeungjing
1613,Banten,455,Kabupaten Tangerang,Cisoka,Karangharja
1614,Banten,455,Kabupaten Tangerang,Cisoka,Selapajang
1615,Banten,455,Kabupaten Tangerang,Cisoka,Sukatani
1616,Banten,455,Kabupaten Tangerang,Curug,Cukanggalih
1617,Banten,455,Kabupaten Tangerang,Curug,Curug Wetan
1618,Banten,455,Kabupaten Tangerang,Curug,Kadu
1619,Banten,455,Kabupaten Tangerang,Curug,Kadu Jaya
1620,Banten,455,Kabupaten Tangerang,Curug,Binong
1621,Banten,455,Kabupaten Tangerang,Curug,Curug Kulon
1622,Banten,455,Kabupaten Tangerang,Curug,Sukabakti
1623,Banten,455,Kabupaten Tangerang,Gunung Kaler,Cibetok
1624,Banten,455,Kabupaten Tangerang,Gunung Kaler,Cipaeh
1625,Banten,455,Kabupaten Tangerang,Gunung Kaler,Gunung Kaler
1626,Banten,455,Kabupaten Tangerang,Gunung Kaler,Kandawati
1627,Banten,455,Kabupaten Tangerang,Gunung Kaler,Kedung
1628,Banten,455,Kabupaten Tangerang,Gunung Kaler,Onyam
1629,Banten,455,Kabupaten Tangerang,Gunung Kaler,Rancagede
1630,Banten,455,Kabupaten Tangerang,Gunung Kaler,Sidoko
1631,Banten,455,Kabupaten Tangerang,Gunung Kaler,Tamiang
1632,Banten,455,Kabupaten Tangerang,Jambe,Ancol Pasir
1633,Banten,455,Kabupaten Tangerang,Jambe,Daru
1634,Banten,455,Kabupaten Tangerang,Jambe,Jambe
1635,Banten,455,Kabupaten Tangerang,Jambe,Kutruk
1636,Banten,455,Kabupaten Tangerang,Jambe,Mekarsari
1637,Banten,455,Kabupaten Tangerang,Jambe,Pasir Barat
1638,Banten,455,Kabupaten Tangerang,Jambe,Ranca Buaya
1639,Banten,455,Kabupaten Tangerang,Jambe,Sukamanah
1640,Banten,455,Kabupaten Tangerang,Jambe,Taban
1641,Banten,455,Kabupaten Tangerang,Jambe,Tipar Raya
1642,Banten,455,Kabupaten Tangerang,Jayanti,Cikande
1643,Banten,455,Kabupaten Tangerang,Jayanti,Dangdeur
1644,Banten,455,Kabupaten Tangerang,Jayanti,Jayanti
1645,Banten,455,Kabupaten Tangerang,Jayanti,Pabuaran
1646,Banten,455,Kabupaten Tangerang,Jayanti,Pangkat
1647,Banten,455,Kabupaten Tangerang,Jayanti,Pasir Gintung
1648,Banten,455,Kabupaten Tangerang,Jayanti,Pasir Muncang
1649,Banten,455,Kabupaten Tangerang,Jayanti,Sumurbandung
1650,Banten,455,Kabupaten Tangerang,Kelapa Dua,Curug Sangereng
1651,Banten,455,Kabupaten Tangerang,Kelapa Dua,Bencongan
1652,Banten,455,Kabupaten Tangerang,Kelapa Dua,Bencongan Indah
1653,Banten,455,Kabupaten Tangerang,Kelapa Dua,Bojong Nangka
1654,Banten,455,Kabupaten Tangerang,Kelapa Dua,Kelapa Dua
1655,Banten,455,Kabupaten Tangerang,Kelapa Dua,Pakulonan Barat
1656,Banten,455,Kabupaten Tangerang,Kemiri,Karang Anyar
1657,Banten,455,Kabupaten Tangerang,Kemiri,Kemiri
1658,Banten,455,Kabupaten Tangerang,Kemiri,Klebet
1659,Banten,455,Kabupaten Tangerang,Kemiri,Legok Suka Maju
1660,Banten,455,Kabupaten Tangerang,Kemiri,Lontar
1661,Banten,455,Kabupaten Tangerang,Kemiri,Patramanggala
1662,Banten,455,Kabupaten Tangerang,Kemiri,Ranca Labuh
1663,Banten,455,Kabupaten Tangerang,Kresek,Jengkol
1664,Banten,455,Kabupaten Tangerang,Kresek,Kemuning
1665,Banten,455,Kabupaten Tangerang,Kresek,Koper
1666,Banten,455,Kabupaten Tangerang,Kresek,Kresek
1667,Banten,455,Kabupaten Tangerang,Kresek,Pasir Ampo
1668,Banten,455,Kabupaten Tangerang,Kresek,Patrasana
1669,Banten,455,Kabupaten Tangerang,Kresek,Rancailat
1670,Banten,455,Kabupaten Tangerang,Kresek,Renged
1671,Banten,455,Kabupaten Tangerang,Kresek,Talok
1672,Banten,455,Kabupaten Tangerang,Kronjo,Bakung
1673,Banten,455,Kabupaten Tangerang,Kronjo,Blukbuk
1674,Banten,455,Kabupaten Tangerang,Kronjo,Cirumpak
1675,Banten,455,Kabupaten Tangerang,Kronjo,Kronjo
1676,Banten,455,Kabupaten Tangerang,Kronjo,Muncung
1677,Banten,455,Kabupaten Tangerang,Kronjo,Pagedangan Ilir
1678,Banten,455,Kabupaten Tangerang,Kronjo,Pagedangan Udik
1679,Banten,455,Kabupaten Tangerang,Kronjo,Pagenjahan
1680,Banten,455,Kabupaten Tangerang,Kronjo,Pasilian
1681,Banten,455,Kabupaten Tangerang,Kronjo,Pasir
1682,Banten,455,Kabupaten Tangerang,Kosambi,Belimbing
1683,Banten,455,Kabupaten Tangerang,Kosambi,Cengklong
1684,Banten,455,Kabupaten Tangerang,Kosambi,Jati Mulya
1685,Banten,455,Kabupaten Tangerang,Kosambi,Kosambi Timur
1686,Banten,455,Kabupaten Tangerang,Kosambi,Rawa Burung
1687,Banten,455,Kabupaten Tangerang,Kosambi,Rawa Rengas
1688,Banten,455,Kabupaten Tangerang,Kosambi,Salembaran Jati
1689,Banten,455,Kabupaten Tangerang,Kosambi,Dadap
1690,Banten,455,Kabupaten Tangerang,Kosambi,Kosambi Barat
1691,Banten,455,Kabupaten Tangerang,Kosambi,Salembaran Jaya
1692,Banten,455,Kabupaten Tangerang,Legok,Babat
1693,Banten,455,Kabupaten Tangerang,Legok,Bojongkamal
1694,Banten,455,Kabupaten Tangerang,Legok,Caringin
1695,Banten,455,Kabupaten Tangerang,Legok,Ciangir
1696,Banten,455,Kabupaten Tangerang,Legok,Cirarab
1697,Banten,455,Kabupaten Tangerang,Legok,Kemuning
1698,Banten,455,Kabupaten Tangerang,Legok,Legok
1699,Banten,455,Kabupaten Tangerang,Legok,Palasari
1700,Banten,455,Kabupaten Tangerang,Legok,Rancagong
1701,Banten,455,Kabupaten Tangerang,Legok,Serdang Wetan
1702,Banten,455,Kabupaten Tangerang,Legok,Babakan
1703,Banten,455,Kabupaten Tangerang,Mauk,Banyu Asih
1704,Banten,455,Kabupaten Tangerang,Mauk,Gunung Sari
1705,Banten,455,Kabupaten Tangerang,Mauk,Jatiwaringin
1706,Banten,455,Kabupaten Tangerang,Mauk,Kedung Dalem
1707,Banten,455,Kabupaten Tangerang,Mauk,Ketapang
1708,Banten,455,Kabupaten Tangerang,Mauk,Marga Mulya
1709,Banten,455,Kabupaten Tangerang,Mauk,Mauk Barat
1710,Banten,455,Kabupaten Tangerang,Mauk,Sasak
1711,Banten,455,Kabupaten Tangerang,Mauk,Tanjung Anom
1712,Banten,455,Kabupaten Tangerang,Mauk,Tegal Kunir Kidul
1713,Banten,455,Kabupaten Tangerang,Mauk,Tegal Kunir Lor
1714,Banten,455,Kabupaten Tangerang,Mauk,Mauk Timur
1715,Banten,455,Kabupaten Tangerang,Mekarbaru,Cijeruk
1716,Banten,455,Kabupaten Tangerang,Mekarbaru,Gandaria
1717,Banten,455,Kabupaten Tangerang,Mekarbaru,Jenggot
1718,Banten,455,Kabupaten Tangerang,Mekarbaru,Kedaung
1719,Banten,455,Kabupaten Tangerang,Mekarbaru,Klutuk
1720,Banten,455,Kabupaten Tangerang,Mekarbaru,Kosambi Dalam
1721,Banten,455,Kabupaten Tangerang,Mekarbaru,Mekarbaru
1722,Banten,455,Kabupaten Tangerang,Mekarbaru,Waliwis
1723,Banten,455,Kabupaten Tangerang,Pagedangan,Cicalengka
1724,Banten,455,Kabupaten Tangerang,Pagedangan,Cihuni
1725,Banten,455,Kabupaten Tangerang,Pagedangan,Cijantra
1726,Banten,455,Kabupaten Tangerang,Pagedangan,Jatake
1727,Banten,455,Kabupaten Tangerang,Pagedangan,Kadu Sirung
1728,Banten,455,Kabupaten Tangerang,Pagedangan,Karang Tengah
1729,Banten,455,Kabupaten Tangerang,Pagedangan,Lengkong Kulon
1730,Banten,455,Kabupaten Tangerang,Pagedangan,Malang Nengah
1731,Banten,455,Kabupaten Tangerang,Pagedangan,Pagedangan
1732,Banten,455,Kabupaten Tangerang,Pagedangan,Situ Gadung
1733,Banten,455,Kabupaten Tangerang,Pagedangan,Medang
1734,Banten,455,Kabupaten Tangerang,Pakuhaji,Buaran Bambu
1735,Banten,455,Kabupaten Tangerang,Pakuhaji,Buaran Mangga
1736,Banten,455,Kabupaten Tangerang,Pakuhaji,Bunisari
1737,Banten,455,Kabupaten Tangerang,Pakuhaji,Gaga
1738,Banten,455,Kabupaten Tangerang,Pakuhaji,Kalibaru
1739,Banten,455,Kabupaten Tangerang,Pakuhaji,Kiara Payung
1740,Banten,455,Kabupaten Tangerang,Pakuhaji,Kohod
1741,Banten,455,Kabupaten Tangerang,Pakuhaji,Kramat
1742,Banten,455,Kabupaten Tangerang,Pakuhaji,Laksana
1743,Banten,455,Kabupaten Tangerang,Pakuhaji,Paku Alam
1744,Banten,455,Kabupaten Tangerang,Pakuhaji,Rawa Boni
1745,Banten,455,Kabupaten Tangerang,Pakuhaji,Sukawali
1746,Banten,455,Kabupaten Tangerang,Pakuhaji,Surya Bahari
1747,Banten,455,Kabupaten Tangerang,Pakuhaji,Pakuhaji
1748,Banten,455,Kabupaten Tangerang,Panongan,Ciakar
1749,Banten,455,Kabupaten Tangerang,Panongan,Mekar Jaya
1750,Banten,455,Kabupaten Tangerang,Panongan,Panongan
1751,Banten,455,Kabupaten Tangerang,Panongan,Peusar
1752,Banten,455,Kabupaten Tangerang,Panongan,Ranca Iyuh
1753,Banten,455,Kabupaten Tangerang,Panongan,Ranca Kalapa
1754,Banten,455,Kabupaten Tangerang,Panongan,Serdang Kulon
1755,Banten,455,Kabupaten Tangerang,Panongan,Mekar Bakti
1756,Banten,455,Kabupaten Tangerang,Pasar Kemis,Gelam Jaya
1757,Banten,455,Kabupaten Tangerang,Pasar Kemis,Pangadegan
1758,Banten,455,Kabupaten Tangerang,Pasar Kemis,Pasar Kemis
1759,Banten,455,Kabupaten Tangerang,Pasar Kemis,Suka Asih
1760,Banten,455,Kabupaten Tangerang,Pasar Kemis,Sukamantri
1761,Banten,455,Kabupaten Tangerang,Pasar Kemis,Kuta Baru
1762,Banten,455,Kabupaten Tangerang,Pasar Kemis,Kutabumi
1763,Banten,455,Kabupaten Tangerang,Pasar Kemis,Kuta Jaya
1764,Banten,455,Kabupaten Tangerang,Pasar Kemis,Sindangsari
1765,Banten,455,Kabupaten Tangerang,Rajeg,Daon
1766,Banten,455,Kabupaten Tangerang,Rajeg,Jambu Karya
1767,Banten,455,Kabupaten Tangerang,Rajeg,Lembangsari
1768,Banten,455,Kabupaten Tangerang,Rajeg,Mekarsari
1769,Banten,455,Kabupaten Tangerang,Rajeg,Pangarengan
1770,Banten,455,Kabupaten Tangerang,Rajeg,Rajeg
1771,Banten,455,Kabupaten Tangerang,Rajeg,Rajeg Mulya
1772,Banten,455,Kabupaten Tangerang,Rajeg,Ranca Bango
1773,Banten,455,Kabupaten Tangerang,Rajeg,Sukamanah
1774,Banten,455,Kabupaten Tangerang,Rajeg,Sukasari
1775,Banten,455,Kabupaten Tangerang,Rajeg,Tanjakan
1776,Banten,455,Kabupaten Tangerang,Rajeg,Tanjakan Mekar
1777,Banten,455,Kabupaten Tangerang,Rajeg,Sukatani
1778,Banten,455,Kabupaten Tangerang,Sepatan,Karet
1779,Banten,455,Kabupaten Tangerang,Sepatan,Kayu Agung
1780,Banten,455,Kabupaten Tangerang,Sepatan,Kayu Bongkok
1781,Banten,455,Kabupaten Tangerang,Sepatan,Mekar Jaya
1782,Banten,455,Kabupaten Tangerang,Sepatan,Pisangan Jaya
1783,Banten,455,Kabupaten Tangerang,Sepatan,Pondok Jaya
1784,Banten,455,Kabupaten Tangerang,Sepatan,Sarakan
1785,Banten,455,Kabupaten Tangerang,Sepatan,Sepatan
1786,Banten,455,Kabupaten Tangerang,Sepatan Timur,Gempol Sari
1787,Banten,455,Kabupaten Tangerang,Sepatan Timur,Jati Mulya
1788,Banten,455,Kabupaten Tangerang,Sepatan Timur,Kampung Kelor
1789,Banten,455,Kabupaten Tangerang,Sepatan Timur,Kedaung Barat
1790,Banten,455,Kabupaten Tangerang,Sepatan Timur,Lebak Wangi
1791,Banten,455,Kabupaten Tangerang,Sepatan Timur,Pondok Kelor
1792,Banten,455,Kabupaten Tangerang,Sepatan Timur,Sangiang
1793,Banten,455,Kabupaten Tangerang,Sepatan Timur,Tanah Merah
1794,Banten,455,Kabupaten Tangerang,Sindang Jaya,Badak Anom
1795,Banten,455,Kabupaten Tangerang,Sindang Jaya,Sindangasih
1796,Banten,455,Kabupaten Tangerang,Sindang Jaya,Sindang Jaya
1797,Banten,455,Kabupaten Tangerang,Sindang Jaya,Sindangpanon
1798,Banten,455,Kabupaten Tangerang,Sindang Jaya,Sindangsono
1799,Banten,455,Kabupaten Tangerang,Sindang Jaya,Sukaharja
1800,Banten,455,Kabupaten Tangerang,Sindang Jaya,Wanakerta
1801,Banten,455,Kabupaten Tangerang,Solear,Cikareo
1802,Banten,455,Kabupaten Tangerang,Solear,Cikasungka
1803,Banten,455,Kabupaten Tangerang,Solear,Cikuya
1804,Banten,455,Kabupaten Tangerang,Solear,Cireundeu
1805,Banten,455,Kabupaten Tangerang,Solear,Munjul
1806,Banten,455,Kabupaten Tangerang,Solear,Pasanggrahan
1807,Banten,455,Kabupaten Tangerang,Solear,Solear
1808,Banten,455,Kabupaten Tangerang,Sukadiri,Buaran Jati
1809,Banten,455,Kabupaten Tangerang,Sukadiri,Gintung
1810,Banten,455,Kabupaten Tangerang,Sukadiri,Karang Serang
1811,Banten,455,Kabupaten Tangerang,Sukadiri,Kosambi
1812,Banten,455,Kabupaten Tangerang,Sukadiri,Mekar Kondang
1813,Banten,455,Kabupaten Tangerang,Sukadiri,Pekayon
1814,Banten,455,Kabupaten Tangerang,Sukadiri,Rawa Kidang
1815,Banten,455,Kabupaten Tangerang,Sukadiri,Sukadiri
1816,Banten,455,Kabupaten Tangerang,Sukamulya,Benda
1817,Banten,455,Kabupaten Tangerang,Sukamulya,Bunar
1818,Banten,455,Kabupaten Tangerang,Sukamulya,Buniayu
1819,Banten,455,Kabupaten Tangerang,Sukamulya,Kaliasin
1820,Banten,455,Kabupaten Tangerang,Sukamulya,Kubang
1821,Banten,455,Kabupaten Tangerang,Sukamulya,Merak
1822,Banten,455,Kabupaten Tangerang,Sukamulya,Parahu
1823,Banten,455,Kabupaten Tangerang,Sukamulya,Sukamulya
1824,Banten,455,Kabupaten Tangerang,Teluknaga,Babakan Asem
1825,Banten,455,Kabupaten Tangerang,Teluknaga,Bojong Renged
1826,Banten,455,Kabupaten Tangerang,Teluknaga,Kampung Besar
1827,Banten,455,Kabupaten Tangerang,Teluknaga,Kampung Melayu Barat
1828,Banten,455,Kabupaten Tangerang,Teluknaga,Kampung Melayu Timur
1829,Banten,455,Kabupaten Tangerang,Teluknaga,Keboncau
1830,Banten,455,Kabupaten Tangerang,Teluknaga,Lemo
1831,Banten,455,Kabupaten Tangerang,Teluknaga,Muara
1832,Banten,455,Kabupaten Tangerang,Teluknaga,Pangkalan
1833,Banten,455,Kabupaten Tangerang,Teluknaga,Tanjung Burung
1834,Banten,455,Kabupaten Tangerang,Teluknaga,Tanjung Pasir
1835,Banten,455,Kabupaten Tangerang,Teluknaga,Tegal Angus
1836,Banten,455,Kabupaten Tangerang,Teluknaga,Teluknaga
1837,Banten,455,Kabupaten Tangerang,Tigaraksa,Bantar Panjang
1838,Banten,455,Kabupaten Tangerang,Tigaraksa,Cileles
1839,Banten,455,Kabupaten Tangerang,Tigaraksa,Cisereh
1840,Banten,455,Kabupaten Tangerang,Tigaraksa,Margasari
1841,Banten,455,Kabupaten Tangerang,Tigaraksa,Matagara
1842,Banten,455,Kabupaten Tangerang,Tigaraksa,Pasir Bolang
1843,Banten,455,Kabupaten Tangerang,Tigaraksa,Pasir Nangka
1844,Banten,455,Kabupaten Tangerang,Tigaraksa,Pematang
1845,Banten,455,Kabupaten Tangerang,Tigaraksa,Pete
1846,Banten,455,Kabupaten Tangerang,Tigaraksa,Sodong
1847,Banten,455,Kabupaten Tangerang,Tigaraksa,Tapos
1848,Banten,455,Kabupaten Tangerang,Tigaraksa,Tegalsari
1849,Banten,455,Kabupaten Tangerang,Tigaraksa,Kadu Agung
1850,Banten,455,Kabupaten Tangerang,Tigaraksa,Tigaraksa
